ID;Находится в реестре МСП;Размер компании.Наименование;Размер уставного капитала объявленный;ОКВЭД2.Наименование;ОКВЭД2.Код;Численность персонала по данным ФНС.Количество;Город фактический;Город юридический;ЕЛС действующий;Грузоотправитель;Грузополучатель;Карточка клиента (внешний источник).Индекс платежной дисциплины Описание;Карточка клиента (внешний источник).Индекс платежной дисциплины Значение;Карточка клиента (внешний источник).Индекс финансового риска Описание;Карточка клиента (внешний источник).Индекс финансового риска Значение;Госконтракты.Контракт;Госконтракты.Тип контракта
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Отвод канализационный полипропиленовый d=50мм;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пена монтажная;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пенополистирол ПСБ-С50, Россия;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Перчатки х/б ПВХ-покрытие;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пескобетон;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пескобетон М-300;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пескобетон, товарный знак: отсутствует,;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пиломатериал хвойный обрезной 50х150х6000 мм;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Пиломатериалы из сосны;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;плинтус;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плита;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плита  23.62.10.000 Торговый знак: Knauf Страна производства: Германия Тип листового материала - гипсокартонный лист (ГКЛ), габариты листа - 2400х625х12.5мм, Варианты кромок - прямая кромка, акустический – да, область применения - для стен, для перегородок, для потолков, назначение - для внутренних работ, площадь листа - 1.5 м?, вес - 25.5 кг, Дополнительная информация - рентгенозащита;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плита керамическая (белая глянцевая);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Плита потолочная
МАТРИКС
Китай   Состав - минераловолокно, длина - 600 мм, ширина - 600 мм, толщина - 7 мм, коэффициент звукопоглощения - 0,2 , влагостойкость - 70%, светоотражение - 80%, цвет по согласованию с заказчиком";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Плитка  облицовочная глазурованная, товарный знак: отсутствует.
Россия";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая    Торговый знак: Kerama Marazzi;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая глазурованная для внутренней облицовки стен, соответствующая ГОСТ 6141-91, I сорта, прямоугольная. Размер: 200*300 мм. Боковые грани: без завала. Толщина: 7 мм. Лицевая поверхность: гладкая, одноцветная. Цвет: белый. Глазурь: блестящая, прозрачная. Отбитость со стороны лицевой поверхности: отсутствуют. Щербины, зазубрины на ребрах со стороны лицевой поверхности: отсутствуют. Плешины, пятна: отсутствуют. Остаточный срок хранения с момента поставки 80% от установленного производителем срока хранения на товар. Упаковка в картонные ящики в соответствии с требованиями ГОСТ 6141-91. Маркировка в соответствии с требованиями ГОСТ 6141-91.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая ГРЕС А100;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая для полов, соответствующая ГОСТ 6787-2001, неглазурованная, основная, квадратная, размер: 300*300 мм, толщина: 7,5 мм, без завала (страна происхождения Россия). Лицевая поверхность: гладкая, одноцветная. Цвет: серый. Отбитость со стороны лицевой поверхности: отсутствует. Щербины, зазубрины на ребрах со стороны лицевой поверхности: отсутствуют. Плешины, пятна: отсутствуют. Остаточный срок хранения с момента поставки 80% от установленного производителем срока годности на товар. Упаковка в картонные ящики в соответствии с требованиями ГОСТ 6787-2001. Маркировка в соответствии с требованиями ГОСТ 6787-2001.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая напольная;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая настенная 200х300мм, цвет бежевый;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка керамическая Торговый знак: Грани Таганая;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;плитка напольная, РФ, Керама Марацци, 12 мес.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка настенная 200*300 1,44м2;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка настенная Плитка настенная, цвет белый, глянцевая, 20х30 см.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Плитка облицовочная глазурованная Торговый знак: Kerama Marazzi;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Плитка,
страна производства: Россия.";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;побелка для деревьев (7 кг);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Побелка клеевая;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Подвес прямой;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Подвес, товарный знак: отсутствует;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Полотно ножовочное;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Портландцемент марки 500.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Портландцемент, соответствующий техническим требованиям по ГОСТ 10178-85: марка 400, без минеральных добавок, упакованного в бумажные мешки по 50 кг, гарантийный срок хранения 10 месяцев со дня поставки;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка кистей и красок.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка краски;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка краски (грунт-эмали) по ржавчине 3 в 1 желтого цвета;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка лакокрасочной продукции;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка лакокрасочных материалов и принадлежностей для обеспечения нужд государственного казенного учреждения Владимирской области «Служба обеспечения выполнения полномочий в области гражданской обороны, пожарной безопасности, защиты населения и территорий от чрезвычайных ситуаций Владимирской области»;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка лакокрасочных материалов.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка материалов лакокрасочных для нанесения покрытий;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка отделочных материалом (плитка напольная керамогранит);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка портландцемента М 500 Д0 42,5Н;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка портландцемента марки ЦЕМ I 42,5;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка строительно-отделочных материалов;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;поставка строительных материалов;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Поставка строительных материалов для нужд ФГКУ ""1 ОФПС по Владимирской области""";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;поставка строительных материалов согласно спецификации;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка строительных материалов.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка строительных смесей;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка стройматериалов;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;поставка товара по спецификации;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка цемента водоотталкивающего Ceresit CX 5;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Поставка цемента.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Потолочная плитка, Россия;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Праймер битумный Profimast;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Профиль;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;профиль направляющий Торговый знак: Grand Line Страна происхождения: Россия;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Профиль потолочный;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Профиль потолочный Торговый знак: Оптима;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Профиль ППН;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Профильное железо;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Радиатор Торговый знак:  Rommer;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Раковина;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Раковина Торговый знак: Rosa;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Растворитель уайт-спирит Торговый знак: Line Color;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Растворы строительные;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Ручка дверная;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Ручка дверная  Торговый знак: Фурал;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Сайдинг ВИНИЛ-ОН,
Стартовая планка";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Саморез;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Саморез      Торговый знак: Креп Тек;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Саморез (черный по дереву) l-75 мм, d-3,5мм;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Сверло;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Сверло по металлу, товарный знак: отсутствует;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Сетка самоклеящаяся;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Скотч, Россия;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь (Торговый знак: Старатели. Цементно-песчаная.  Марка М-300. Соответствие ГОСТ 31357-2007);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь антирадиационная на баритовой основе;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь сухая строительная              Торговый знак: Старатели                Страна производства: Россия;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь сухая строительная (клей плиточный) «Волма», на цементной основе, соответствующая ГОСТ 31357-2007, ГОСТ 31189-2015. Предназначена для укладки керамической и кафельной плитки в сухих и влажных помещениях внутри зданий на пол и стены, а также для наружных работ.  Гарантийный срок хранения: 6 месяцев с момента поставки.  Упаковка, в соответствии с требованиями ГОСТ 31357-2007, в многослойные бумажные мешки из крафт-бумаги, массой 25 кг. Маркировка в соответствии с требованиями  ГОСТ 31357-2007.;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь сухая строительная Торговый знак: Старатели           Страна производства: Российская Федерация;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь, страна производства: Россия, гарантийный срок: 12 мес.   Сухая, на цементном вяжущем универсальная, марки М150*, предназначена для изготовления стяжки и выравнивания бетонных полов, оштукатуривания и кладки стен из кирпича, камня, бетонных блоков для наружных и внутренних работ, фасовка 50 кг*;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Смесь, страна производства: Россия, гарантийный срок: 12 мес.   Сухая, шпатлевочная, финишная, гипсовая, для внутренних работ. Для выравнивания стен и потолков с последующим шлифованием (ошкуриванием). Жизнеспособность 1 час. Расход смеси при толщине слоя в 1мм 1кг, Фасовка 25кг;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Сольвент;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Средство для защиты древесины от биологических поражений;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Средство для защиты и декоративной отделки древесины Текстурол Тиксо;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Стекло;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Стекло оконное;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Стеклоизол;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Строительные изделия для 
монтажа конструкций из гипсокартона";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;строительные материалы (кисти, валик);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Строительные материалы (растворитель, эмаль и пр.);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;строительные материалы (саморезы);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;строительные материалы (смеси и растворы);Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Строительные материалы единым комплектом;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Труба полипропиленовая ? 25 мм;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Труба профильная;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;"Труба профильная 
квадратного сечения 100Х100мм, длина 6м, толщина металла 5мм";Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Труба стальная водогазопроводная 25х3,2;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Трубы прочие пластмассовые;Исполнитель
642;Да;Малый бизнес;8 301 700;Торговля оптовая лакокрасочными материалами;46.73.4;86;Владимир;г. Владимир;          ;Нет;Да;Низкий риск просрочки платежа;87;Низкий риск;4;Уайт спирит, Россия;Исполнитель
